name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-376,NO,1,3,1,5,2,3,4
GENE-377,NO,1,0,0,0,0,0,0
GENE-378,NO,1,1,1,0,0,0,0
GENE-379,NO,1,0,0,0,0,0,0
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,YES,1,0,0,0,0,0,0
GENE-383,NO,1,0,0,0,0,0,0
GENE-384,NO,1,0,0,0,0,0,0
GENE-385,NO,1,0,0,0,0,0,0
GENE-386,NO,1,4,1,5,4,7,4
GENE-387,YES,1,0,0,0,0,0,0
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,14,19,10,11,13,3
GENE-391,NO,1,23,30,29,42,37,28
GENE-392,NO,1,22,19,35,20,10,14
GENE-393,NO,1,499,500,598,543,460,659
GENE-394,NO,1,0,0,0,0,0,0
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-397,NO,1,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,201,189,149,181,178,156
GENE-400,NO,1,0,0,0,0,0,0
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,32,42,32,52,44,45
GENE-404,NO,1,2,0,0,0,1,1
GENE-405,NO,1,0,0,0,0,0,0
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,3,2,1,0,1,3
GENE-409,NO,1,1170,2076,1120,308,1680,843
GENE-410,NO,1,0,0,0,0,0,0
GENE-411,NO,1,778,755,967,785,802,925
GENE-412,NO,1,0,0,0,0,0,0
GENE-413,NO,1,722,1217,1155,845,867,980
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,NO,1,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,0,0,0,0,0,0
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,0,0,0,0,0,0
GENE-423,NO,1,0,0,0,2,0,2
GENE-424,NO,1,2,5,4,4,4,6
GENE-425,NO,1,41,60,55,37,49,39
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,7470,7857,7448,9533,8714,7158
GENE-428,NO,1,40,30,24,47,41,32
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,0,0,0,0,0,0
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,17,6,20,14,16,22
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,1226,1560,1752,1524,1623,1691
GENE-437,NO,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,91,91,97,106,110,96
GENE-440,NO,1,0,0,0,0,0,0
GENE-441,NO,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,1,0,2,3,1,1
GENE-444,NO,1,1,9,5,18,15,51
GENE-445,NO,1,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,YES,1,0,0,0,0,0,0
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,0,0,0,0,0,0
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,205,245,232,223,186,213
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,12,9,7,7,10,11
GENE-458,NO,1,52,47,65,65,78,74
GENE-459,NO,1,0,0,0,0,0,0
GENE-460,NO,1,166,156,161,154,158,131
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,NO,1,0,0,0,0,0,0
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,341,325,350,337,515,230
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,47,38,37,39,28,28
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,NO,1,52,69,53,68,62,68
GENE-470,NO,1,26,39,29,34,32,39
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,197,184,162,219,194,179
GENE-473,NO,1,0,0,0,0,0,0
GENE-474,NO,1,563,494,416,516,518,576
GENE-475,NO,1,0,0,0,0,0,0
GENE-476,NO,1,0,0,0,0,0,0
GENE-477,NO,1,435,388,384,390,362,418
GENE-478,NO,1,0,0,0,0,0,0
GENE-479,NO,1,0,0,0,0,0,0
GENE-480,NO,1,13,9,10,12,14,9
GENE-481,NO,1,51,83,80,65,67,75
GENE-482,NO,1,0,0,0,0,0,0
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,NO,1,119,167,282,208,229,267
GENE-485,NO,1,246,116,84,166,101,183
GENE-486,NO,1,9,6,7,9,8,8
GENE-487,NO,1,102,124,122,139,84,131
GENE-488,NO,1,1358,1120,809,1044,879,763
GENE-489,NO,1,215,129,202,161,150,140
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,0,0,0,0,0,0
GENE-492,NO,1,0,0,0,0,0,0
GENE-493,NO,1,0,0,0,0,0,0
GENE-494,NO,1,15,13,14,24,14,18
GENE-495,NO,1,167,129,212,178,172,172
GENE-496,NO,1,0,0,0,0,0,0
GENE-497,NO,1,0,0,2,3,1,1
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,7,8,4,8,8,7
GENE-501,NO,1,110,82,81,91,78,91
GENE-502,YES,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,67,73,68,74,68,58
GENE-506,NO,1,593,671,696,668,648,729
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-509,NO,1,415,435,424,389,437,468
GENE-510,NO,1,0,0,0,0,0,0
GENE-511,NO,1,0,0,0,0,0,0
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-515,NO,1,0,1,0,0,0,1
GENE-516,NO,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,0,0,0,0,0,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,0,0,0,0,0,0
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,0,0,0,0,0,0
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,205,169,177,175,160,187
GENE-526,NO,1,465,648,591,416,525,443
GENE-527,NO,1,0,0,0,0,0,0
GENE-528,YES,1,0,0,0,0,0,0
GENE-529,NO,1,1,1,1,1,1,0
GENE-530,NO,1,0,0,0,0,0,0
GENE-531,NO,1,0,1,1,1,0,0
GENE-532,NO,1,119,54,57,37,106,17
GENE-533,NO,1,32,33,38,31,37,40
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,14,4,9,8,9,9
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,39,47,41,48,41,70
GENE-541,NO,1,11,55,28,0,8,3
GENE-542,NO,1,0,0,0,0,0,0
GENE-543,NO,1,13,14,5,8,10,9
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,9,7,10,9,14,8
GENE-547,NO,1,0,0,0,0,0,0
GENE-548,NO,1,0,0,0,0,0,0
GENE-549,NO,1,0,0,0,0,0,0
GENE-550,NO,1,0,0,0,0,0,0
GENE-551,NO,1,0,0,0,0,0,0
GENE-552,NO,1,0,0,0,0,0,0
GENE-553,NO,1,0,0,0,0,0,0
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,1,0,0,0,0,2
GENE-556,NO,1,60,116,93,62,56,64
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,23,15,18,25,24,21
GENE-560,NO,1,10,5,8,4,10,2
GENE-561,NO,1,817,596,730,691,679,628
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,19,21,14,24,24,16
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,21,13,36,22,25,29
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,YES,1,0,0,0,0,0,0
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,YES,1,0,0,0,0,0,0
GENE-577,NO,1,27,30,34,27,24,33
GENE-578,NO,1,105,94,87,149,84,118
GENE-579,NO,1,539,390,528,484,611,443
GENE-580,NO,1,0,0,0,0,0,0
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,28,14,25,7,35,40
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,0,0,0,0,0,0
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,49,46,60,15,54,51
GENE-588,NO,1,0,0,0,0,0,0
GENE-589,NO,1,0,0,0,0,0,0
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,NO,1,0,0,0,0,0,0
GENE-596,YES,1,0,0,0,0,0,0
GENE-597,NO,1,0,0,0,0,0,0
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,1358,1100,1554,1045,1607,1083
GENE-600,NO,1,0,0,0,0,0,0
GENE-601,NO,1,0,0,0,0,0,0
GENE-602,NO,1,127,149,159,140,115,130
GENE-603,NO,1,4,2,4,4,4,2
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,0,0,0
GENE-606,NO,1,0,0,0,0,0,0
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,NO,1,0,0,0,1,0,0
GENE-609,NO,1,104,142,140,123,128,144
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,0,0,0,0,0,0
GENE-612,NO,1,244,432,293,355,357,230
GENE-613,NO,1,2,3,1,2,5,11
GENE-614,NO,1,0,0,0,0,0,0
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,0,0,0,0,0,0
GENE-617,NO,1,846,1427,1727,1566,931,1235
GENE-618,NO,1,0,0,0,0,0,0
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,YES,1,0,0,1,1,0,2
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,0,0,0,0,0,0
GENE-624,NO,1,60,77,91,82,101,126
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,5,7,1,3,2,11
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,1,2,0,0,5,3
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,0,0,0,0,0,0
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,32,49,41,114,14,63
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,20,30,31,28,32,23
GENE-639,NO,1,0,0,0,0,0,0
GENE-640,NO,1,0,0,0,0,0,0
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,305,324,308,250,341,222
GENE-643,NO,1,5,0,0,5,5,0
GENE-644,NO,1,930,984,1735,719,995,1313
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,268,339,295,309,319,299
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,1,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,17,15,17,21,9,11
GENE-651,NO,1,11188,9331,9355,12845,10117,11460
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,0,0,0,0,0
GENE-654,NO,1,1,2,0,1,0,0
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,0,0,0,0,0,0
GENE-657,NO,1,52,70,84,50,57,48
GENE-658,NO,1,0,0,0,0,0,0
GENE-659,NO,1,2218,2271,2207,2186,1828,2362
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,0,0,0,0,0,0
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,609,638,485,532,732,635
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,0,0,0,0,0,0
GENE-673,NO,1,0,0,0,0,0,0
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,YES,1,0,0,0,0,0,0
GENE-676,NO,1,0,0,0,0,0,0
GENE-677,NO,1,0,0,0,0,0,0
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,3,3,0,1,0,1
GENE-680,NO,1,0,0,0,0,0,0
GENE-681,NO,1,3261,2763,3118,3240,2782,3273
GENE-682,NO,1,0,0,0,0,0,0
GENE-683,NO,1,1,1,0,0,0,0
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,YES,1,0,0,0,0,0,0
GENE-686,NO,1,44,11,24,9,67,39
GENE-687,YES,1,0,0,0,0,0,0
GENE-688,YES,1,0,0,0,0,0,0
GENE-689,NO,1,419,379,336,294,387,432
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,0,2,2,1,1,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,NO,1,0,0,0,0,0,0
GENE-695,NO,1,3900,4715,3548,2439,7122,2747
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,584,925,584,512,281,666
GENE-698,NO,1,9,1,11,4,8,11
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,82,54,66,70,57,61
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,331,270,304,238,331,220
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,12,11,15,10,8,12
GENE-706,NO,1,0,0,0,0,0,0
GENE-707,NO,1,0,0,0,0,0,0
GENE-708,NO,1,296,249,255,202,263,209
GENE-709,NO,1,0,0,0,0,0,0
GENE-710,NO,1,89,76,86,86,92,71
GENE-711,NO,1,15,23,12,9,14,19
GENE-712,NO,1,1,2,1,3,3,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,0,0,0,0,0,0
GENE-715,NO,1,0,0,0,0,0,0
GENE-716,NO,1,2,6,5,5,1,2
GENE-717,NO,1,286,310,134,17,39,92
GENE-718,NO,1,0,0,0,0,0,0
GENE-719,NO,1,164,162,230,212,186,212
GENE-720,NO,1,6,6,8,16,7,4
GENE-721,YES,1,0,0,0,0,0,0
GENE-722,NO,1,983,1482,1719,1125,1266,1068
GENE-723,NO,1,71,63,94,85,41,63
GENE-724,NO,1,0,0,0,0,0,0
GENE-726,NO,1,13,12,14,19,14,16
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,4,3,2,1,3,3
GENE-732,YES,1,0,0,0,0,0,0
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,179,194,223,220,136,153
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,0,0,0,0,0,0
GENE-738,NO,1,0,0,0,0,0,0
GENE-739,NO,1,1,0,0,0,0,0
GENE-740,NO,1,220,192,231,232,224,218
GENE-741,NO,1,9,7,8,11,10,2
GENE-742,NO,1,0,0,0,0,0,0
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,0,0,0,0,0,0
GENE-745,NO,1,563,677,705,476,571,684
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,0,0,0,0,0,0
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,0,0,0,0,0,0
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,0,0,0,0,0,0
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,0,0,0,0,0,0
GENE-756,NO,1,652,620,522,594,434,978
GENE-757,NO,1,5,4,1,4,4,2
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,0,0,0,0,0,0
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,0,0,0,0,0,0
GENE-762,NO,1,4,2,5,3,6,9
GENE-763,NO,1,0,0,0,0,0,0
GENE-764,NO,1,0,0,0,0,0,0
GENE-765,NO,1,0,0,0,0,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,0,0,0,0,0,0
GENE-768,NO,1,106,130,145,106,144,99
GENE-769,NO,1,1,1,1,1,1,2
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,0,0,0,0,0,0
GENE-772,NO,1,14,17,37,9,10,12
GENE-773,NO,1,0,0,0,0,0,0
GENE-774,YES,1,0,0,0,0,0,0
GENE-775,NO,1,0,0,0,0,0,0
GENE-776,NO,1,259,251,275,260,217,339
GENE-777,NO,1,0,0,0,0,0,0
GENE-778,NO,1,0,0,0,0,0,0
GENE-779,NO,1,16,18,23,20,24,15
GENE-780,NO,1,0,0,0,1,1,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,NO,1,0,0,0,0,0,0
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,0,0,0,0,0,0
GENE-787,NO,1,0,0,0,0,0,0
GENE-788,NO,1,0,0,0,0,0,0
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,353,493,402,596,490,331
GENE-792,NO,1,24,16,18,12,13,18
GENE-793,NO,1,8,13,13,11,10,16
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,0,0,0,0
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,0,0,0,0,0,0
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,698,605,628,646,575,659
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,0,0,0,0,0,0
GENE-804,NO,1,2,1,1,1,3,0
GENE-805,NO,1,18,19,21,17,21,28
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,7,7,3,3,8,1
GENE-808,NO,1,734,816,553,610,790,658
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,0,0,0,0,0,0
GENE-811,NO,1,2126,1841,1601,2109,1942,1882
GENE-812,NO,1,0,0,0,0,0,0
GENE-813,YES,1,1,1,1,21,24,11
GENE-814,NO,1,0,0,0,0,0,0
GENE-815,NO,1,0,0,0,0,0,0
GENE-816,NO,1,0,0,0,0,0,0
GENE-817,NO,1,0,0,0,0,0,0
GENE-818,NO,1,477,503,368,243,443,363
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-823,NO,1,0,0,0,0,0,0
GENE-824,NO,1,174,118,158,71,189,248
GENE-825,NO,1,0,0,0,0,0,0
GENE-826,YES,1,0,0,0,0,0,0
GENE-827,NO,1,0,0,0,0,0,0
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,403,394,379,343,406,405
GENE-831,NO,1,1582,359,1122,593,1011,727
GENE-832,NO,1,2165,2319,2385,2315,2631,1790
GENE-833,NO,1,0,0,0,0,0,0
GENE-834,NO,1,0,0,0,0,0,0
GENE-835,NO,1,4,8,4,5,3,7
GENE-836,NO,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,0,0,0,0,0,0
GENE-839,NO,1,12,6,21,12,12,12
GENE-840,NO,1,0,0,0,0,0,0
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,595,292,672,1017,378,1023
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,0,0,0,0,0,0
GENE-847,NO,1,358,314,294,469,424,436
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,NO,1,0,0,0,0,0,0
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,9,7,10,7,8,7
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,716,547,501,665,542,382
GENE-857,NO,1,0,0,0,0,0,0
GENE-858,NO,1,0,0,0,0,0,0
GENE-859,NO,1,0,0,0,0,0,0
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,0,0,0,0,0,0
GENE-863,NO,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,47,48,50,44,49,47
GENE-866,NO,1,7,5,8,10,8,1
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,NO,1,27,25,31,16,41,22
GENE-869,NO,1,0,0,0,0,0,0
GENE-871,NO,1,60,55,43,53,64,64
GENE-872,NO,1,10,13,10,14,15,7
GENE-873,NO,1,392,389,305,257,425,219
GENE-874,NO,1,0,0,0,0,0,0
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,108,128,135,159,91,78
GENE-877,NO,1,59,34,38,54,39,40
GENE-878,NO,1,0,0,0,0,0,0
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,70,92,85,80,84,92
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,0,0,0,0,0,0
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,47,64,79,35,48,38
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,2,0,2,1,1,0
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,YES,1,0,0,0,0,0,0
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,522,590,590,560,548,561
GENE-892,NO,1,10,5,8,14,12,7
GENE-893,YES,1,0,0,1,0,1,0
GENE-894,NO,1,0,0,0,0,0,0
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,17,49,26,26,38,36
GENE-898,NO,1,158,192,177,225,196,244
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,1,3,1,6,1,2
GENE-902,NO,1,0,1,3,0,1,0
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,91,101,119,76,98,95
GENE-907,NO,1,8,7,11,14,10,7
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,39,9,21,4,14,21
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,0,1,0,0,0,0
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,0,0,0,0,0,0
GENE-915,NO,1,0,0,0,0,0,0
GENE-916,NO,1,10,8,9,9,13,5
GENE-917,NO,1,0,0,0,0,0,0
GENE-918,NO,1,0,0,0,0,0,0
GENE-919,NO,1,25,7,12,12,8,9
GENE-920,YES,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,0,2,1,0,0
GENE-923,NO,1,23,22,21,26,23,23
GENE-924,NO,1,0,0,0,0,0,0
GENE-925,NO,1,4,2,1,0,2,4
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,0,0,0,0,0,0
GENE-928,NO,1,0,0,0,0,0,0
GENE-929,YES,1,0,0,0,0,0,0
GENE-930,NO,1,1377,1390,1116,1986,1292,879
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,YES,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,14,15,8,19,11,6
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,0,0,0,0,0,0
GENE-937,NO,1,582,610,602,655,692,721
GENE-938,NO,1,0,0,0,0,0,0
GENE-939,YES,1,0,0,0,0,0,0
GENE-940,NO,1,306,234,286,268,291,250
GENE-941,NO,1,885,719,890,803,829,912
GENE-942,NO,1,23,16,19,18,16,18
GENE-943,NO,1,0,0,0,0,0,0
GENE-944,NO,1,3,2,2,6,3,0
GENE-945,NO,1,0,1,2,3,1,1
GENE-946,NO,1,0,0,0,0,0,0
GENE-947,NO,1,0,0,0,0,0,0
GENE-948,NO,1,329,533,337,549,520,405
GENE-949,NO,1,0,0,0,0,0,0
GENE-950,NO,1,0,0,0,0,0,0
GENE-951,NO,1,0,0,0,0,0,0
GENE-952,NO,1,0,0,0,0,0,0
GENE-953,NO,1,0,0,0,0,0,0
GENE-954,NO,1,1,1,1,2,0,4
GENE-955,YES,1,0,0,0,0,0,0
GENE-956,YES,1,0,0,0,0,0,0
GENE-957,NO,1,0,0,0,0,0,0
GENE-958,NO,1,3889,2510,4968,3236,4377,3255
GENE-959,NO,1,0,0,0,0,0,0
GENE-960,NO,1,989,834,1486,1366,878,1044
GENE-961,NO,1,0,0,0,0,0,0
GENE-962,NO,1,0,0,0,0,0,0
GENE-963,NO,1,0,0,0,0,0,0
GENE-964,NO,1,0,0,0,0,0,0
GENE-965,NO,1,0,0,0,0,0,0
GENE-966,NO,1,0,0,0,0,0,0
GENE-967,NO,1,226,272,264,242,297,300
GENE-968,NO,1,0,0,0,0,0,0
GENE-969,NO,1,11,25,24,11,15,12
GENE-970,NO,1,116,101,83,125,80,86
GENE-971,NO,1,159,166,114,98,65,59
GENE-972,NO,1,1,0,1,1,1,3
GENE-973,NO,1,0,0,0,0,0,0
GENE-974,NO,1,0,0,0,0,0,0
GENE-975,YES,1,0,0,0,0,0,0
GENE-976,NO,1,0,0,0,0,0,0
GENE-977,NO,1,0,0,0,0,0,0
GENE-978,NO,1,0,0,0,0,0,0
GENE-979,NO,1,46,4884,2623,0,6,1445
GENE-980,NO,1,223,203,314,262,212,320
GENE-981,NO,1,0,0,0,0,0,0
GENE-982,NO,1,0,0,0,0,0,0
GENE-983,NO,1,170,145,153,237,158,179
GENE-984,NO,1,0,0,0,0,0,0
GENE-985,NO,1,3,8,5,5,8,6
GENE-986,YES,1,0,0,0,0,0,0
