name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-5377,NO,49.3,14.7,34.7,2.335,1.2,1.7e-02,1.0e+00,0.3625,80,10,20,14,51,23,30
GENE-12107,NO,151.7,61.3,90.3,1.461,0.5,1.7e-02,1.0e+00,0.3625,80,68,64,52,93,84,94
GENE-6497,YES,3177,1939.3,1237.7,0.638,-0.6,1.8e-02,1.0e+00,0.3759,84,1618,2470,1730,1170,1443,1100
GENE-18841,YES,6093.7,4100.3,1993.3,0.486,-1,1.8e-02,1.0e+00,0.3778,85,2651,4751,4899,1248,2584,2148
GENE-4953,NO,265,152,113,0.742,-0.4,1.8e-02,1.0e+00,0.3792,85,147,149,160,117,110,112
GENE-17584,YES,321.7,198.3,123.3,0.62,-0.7,1.8e-02,1.0e+00,0.3804,86,188,169,238,116,154,100
GENE-16492,NO,53.7,35,18.7,0.531,-0.9,1.8e-02,1.0e+00,0.3836,87,49,28,28,17,22,17
GENE-15499,NO,623,251,372,1.482,0.6,1.9e-02,1.0e+00,0.3961,90,254,302,197,399,358,359
GENE-17045,NO,771.7,192.3,579.3,3.012,1.6,1.9e-02,1.0e+00,0.3995,91,151,169,257,189,723,826
GENE-14798,NO,1235.3,354,881.3,2.49,1.3,1.9e-02,1.0e+00,0.3995,92,158,404,500,592,1103,949
GENE-11896,NO,66.7,25.7,41,1.583,0.7,1.9e-02,1.0e+00,0.3995,92,25,27,25,43,48,32
GENE-7236,NO,607,356.3,250.7,0.704,-0.5,2.0e-02,1.0e+00,0.4201,97,392,332,345,219,236,297
GENE-12781,NO,31.3,19.3,12,0.619,-0.7,2.1e-02,1.0e+00,0.4229,99,19,20,19,10,12,14
GENE-4619,NO,1192,684.7,507.3,0.741,-0.4,2.1e-02,1.0e+00,0.4229,99,739,599,716,542,502,478
GENE-5557,NO,144,90.3,53.7,0.592,-0.8,2.1e-02,1.0e+00,0.4229,99,84,113,74,49,69,43
GENE-18918,NO,38.7,24.7,14,0.566,-0.8,2.1e-02,1.0e+00,0.4229,100,30,23,21,13,18,11
GENE-1194,YES,40.3,12,28.3,2.33,1.2,2.1e-02,1.0e+00,0.4229,100,6,17,13,39,22,24
GENE-8468,NO,250.3,150,100.3,0.666,-0.6,2.1e-02,1.0e+00,0.4229,101,173,142,135,122,87,92
GENE-8622,YES,349,211.3,137.7,0.65,-0.6,2.1e-02,1.0e+00,0.4244,101,165,234,235,123,125,165
GENE-13021,NO,245,142.3,102.7,0.72,-0.5,2.2e-02,1.0e+00,0.4273,103,145,158,124,108,103,97
GENE-13903,NO,100.3,59,41.3,0.696,-0.5,2.2e-02,1.0e+00,0.4292,103,66,54,57,40,39,45
GENE-13869,NO,1954,1140.3,813.7,0.714,-0.5,2.2e-02,1.0e+00,0.4394,106,1250,1018,1153,917,843,681
GENE-5045,NO,728.7,306.7,422,1.377,0.5,2.2e-02,1.0e+00,0.4394,107,296,294,330,484,418,364
GENE-235,NO,54.3,11,43.3,3.88,2,2.3e-02,1.0e+00,0.4403,107,7,11,15,75,11,44
GENE-9558,NO,967,554.3,412.7,0.744,-0.4,2.3e-02,1.0e+00,0.4427,108,557,496,610,448,383,407
GENE-17316,NO,603.7,351.3,252.3,0.719,-0.5,2.3e-02,1.0e+00,0.4439,109,293,390,371,249,273,235
GENE-19065,NO,628.7,378.3,250.3,0.662,-0.6,2.3e-02,1.0e+00,0.4486,111,489,340,306,244,269,238
GENE-18033,NO,927,397,530,1.336,0.4,2.4e-02,1.0e+00,0.4552,113,444,400,347,537,520,533
GENE-9312,YES,1577,1068.7,508.3,0.476,-1.1,2.4e-02,1.0e+00,0.4552,113,1212,1326,668,343,760,422
GENE-2022,NO,20,6.7,13.3,1.967,1,2.4e-02,1.0e+00,0.4552,114,4,9,7,13,15,12
GENE-15490,NO,64,39.3,24.7,0.624,-0.7,2.5e-02,1.0e+00,0.4616,116,31,39,48,26,21,27
GENE-6428,NO,28,17.3,10.7,0.614,-0.7,2.5e-02,1.0e+00,0.4616,116,17,18,17,13,9,10
GENE-10276,NO,450.7,187.7,263,1.4,0.5,2.5e-02,1.0e+00,0.4616,117,174,202,187,225,309,255
GENE-19706,NO,1923.7,766.7,1157,1.509,0.6,2.5e-02,1.0e+00,0.4616,117,732,882,686,1050,1473,948
GENE-6939,NO,105.3,66,39.3,0.595,-0.7,2.5e-02,1.0e+00,0.4701,120,76,79,43,39,42,37
GENE-8521,NO,87.3,30.7,56.7,1.831,0.9,2.5e-02,1.0e+00,0.4719,121,41,26,25,77,49,44
GENE-19294,NO,212.3,125.7,86.7,0.687,-0.5,2.6e-02,1.0e+00,0.4719,121,122,111,144,89,99,72
GENE-5183,NO,19,6.3,12.7,1.967,1,2.6e-02,1.0e+00,0.4719,122,4,7,8,13,10,15
GENE-16390,NO,287.3,193,94.3,0.489,-1,2.6e-02,1.0e+00,0.4778,124,123,181,275,59,107,117
GENE-13419,NO,121.7,74,47.7,0.64,-0.6,2.6e-02,1.0e+00,0.4778,124,76,72,74,36,62,45
GENE-2496,NO,11883.3,5100,6783.3,1.33,0.4,2.6e-02,1.0e+00,0.4806,125,4900,4784,5616,5944,7279,7127
GENE-13966,YES,752.3,310.7,441.7,1.422,0.5,2.6e-02,1.0e+00,0.4806,126,313,306,313,372,403,550
GENE-2623,YES,338.3,200.3,138,0.688,-0.5,2.7e-02,1.0e+00,0.4828,127,250,186,165,145,129,140
GENE-10160,NO,273,156.7,116.3,0.741,-0.4,2.7e-02,1.0e+00,0.4828,127,158,169,143,107,115,127
GENE-4884,NO,28.7,18.3,10.3,0.563,-0.8,2.7e-02,1.0e+00,0.4876,129,23,15,17,10,8,13
GENE-14976,NO,89.7,76,13.7,0.18,-2.5,2.7e-02,1.0e+00,0.4876,130,15,48,165,17,5,19
GENE-10112,YES,115.3,46.7,68.7,1.46,0.5,2.7e-02,1.0e+00,0.4876,130,44,42,54,73,58,75
GENE-12445,NO,312.7,129.7,183,1.412,0.5,2.8e-02,1.0e+00,0.4876,131,129,120,140,209,149,191
GENE-9010,YES,30,11.7,18.3,1.554,0.6,2.8e-02,1.0e+00,0.4876,131,12,11,12,17,17,21
GENE-1829,NO,80,53,27,0.51,-1,2.8e-02,1.0e+00,0.4876,132,47,80,32,24,26,31
GENE-14981,NO,72.7,28.7,44,1.522,0.6,2.8e-02,1.0e+00,0.4904,133,36,26,24,46,45,41
GENE-12629,YES,59,36.7,22.3,0.606,-0.7,2.8e-02,1.0e+00,0.4948,135,41,32,37,18,19,30
GENE-4811,NO,159.7,67,92.7,1.372,0.5,2.8e-02,1.0e+00,0.4948,135,65,64,72,102,94,82
GENE-15067,NO,11949.7,6822.3,5127.3,0.752,-0.4,2.9e-02,1.0e+00,0.498,136,7802,6025,6640,4810,5046,5526
GENE-2479,NO,1606.7,530,1076.7,2.033,1,2.9e-02,1.0e+00,0.498,137,291,445,854,1166,1104,960
GENE-18405,NO,984.7,596.7,388,0.65,-0.6,2.9e-02,1.0e+00,0.5015,138,555,640,595,283,509,372
GENE-6857,NO,42.7,16,26.7,1.649,0.7,2.9e-02,1.0e+00,0.5028,139,18,19,11,26,29,25
GENE-5919,NO,116.7,44,72.7,1.637,0.7,2.9e-02,1.0e+00,0.5028,140,41,60,31,73,69,76
GENE-3130,NO,8890,3476.7,5413.3,1.557,0.6,3.0e-02,1.0e+00,0.5048,141,4665,3188,2577,5338,6001,4901
GENE-6630,NO,18.7,11.7,7,0.6,-0.7,3.0e-02,1.0e+00,0.5064,142,11,13,11,6,8,7
GENE-13444,NO,628.3,251.7,376.7,1.497,0.6,3.0e-02,1.0e+00,0.5129,144,311,247,197,383,314,433
GENE-15093,NO,266,109.7,156.3,1.422,0.5,3.0e-02,1.0e+00,0.5129,145,101,120,108,125,165,179
GENE-16372,NO,205.7,85.3,120.3,1.409,0.5,3.1e-02,1.0e+00,0.5131,145,92,82,82,111,105,145
GENE-5719,NO,481,113,368,3.243,1.7,3.1e-02,1.0e+00,0.5131,146,201,60,78,470,129,505
GENE-14804,NO,63.7,38,25.7,0.672,-0.6,3.1e-02,1.0e+00,0.5131,146,42,33,39,22,25,30
GENE-11398,NO,331,130,201,1.547,0.6,3.1e-02,1.0e+00,0.5131,147,134,96,160,165,212,226
GENE-19518,YES,50,17.7,32.3,1.811,0.9,3.1e-02,1.0e+00,0.5131,147,12,24,17,32,25,40
GENE-18317,NO,181.7,54.7,127,2.31,1.2,3.1e-02,1.0e+00,0.5131,148,78,44,42,59,136,186
GENE-8957,NO,97.7,58.3,39.3,0.67,-0.6,3.1e-02,1.0e+00,0.5131,148,72,49,54,38,36,44
GENE-772,NO,33,22.7,10.3,0.456,-1.1,3.1e-02,1.0e+00,0.5144,149,14,17,37,9,10,12
GENE-6395,NO,573,206.3,366.7,1.775,0.8,3.1e-02,1.0e+00,0.5144,150,124,277,218,444,359,297
GENE-10360,NO,136.3,57.7,78.7,1.353,0.4,3.2e-02,1.0e+00,0.5244,153,58,60,55,71,79,86
GENE-19556,NO,1097,708.7,388.3,0.548,-0.9,3.2e-02,1.0e+00,0.5247,154,481,742,903,551,331,283
GENE-3194,NO,374,289,85,0.293,-1.8,3.3e-02,1.0e+00,0.5313,156,219,529,119,111,30,114
GENE-7596,NO,24.7,9.7,15,1.534,0.6,3.3e-02,1.0e+00,0.5313,157,9,10,10,15,16,14
GENE-4189,NO,28.7,17.3,11.3,0.652,-0.6,3.3e-02,1.0e+00,0.5313,157,16,18,18,11,13,10
GENE-1074,NO,382.3,136,246.3,1.806,0.9,3.3e-02,1.0e+00,0.5313,158,117,144,147,353,243,143
GENE-15936,YES,20750.3,8926.3,11824,1.325,0.4,3.3e-02,1.0e+00,0.5313,158,8580,8949,9250,13189,9816,12467
GENE-885,NO,103.7,63.3,40.3,0.633,-0.7,3.3e-02,1.0e+00,0.5313,159,47,64,79,35,48,38
GENE-5501,NO,11938,6845.3,5092.7,0.744,-0.4,3.3e-02,1.0e+00,0.5313,159,7327,6606,6603,5135,5908,4235
GENE-3773,NO,566.7,355.3,211.3,0.596,-0.7,3.4e-02,1.0e+00,0.5383,162,279,525,262,208,201,225
GENE-8725,NO,98.3,60.3,38,0.626,-0.7,3.4e-02,1.0e+00,0.5383,163,53,49,79,36,46,32
GENE-18604,NO,930.7,538.3,392.3,0.729,-0.5,3.4e-02,1.0e+00,0.5383,163,473,647,495,354,394,429
GENE-18986,NO,3532.7,1543.3,1989.3,1.289,0.4,3.4e-02,1.0e+00,0.5383,164,1400,1505,1725,2010,1886,2072
GENE-347,NO,307.3,174.3,133,0.761,-0.4,3.5e-02,1.0e+00,0.5386,164,162,177,184,122,131,146
GENE-8896,NO,206,75,131,1.737,0.8,3.5e-02,1.0e+00,0.54,165,111,65,49,137,140,116
GENE-14078,NO,1409,565.7,843.3,1.49,0.6,3.5e-02,1.0e+00,0.54,166,495,513,689,830,1039,661
GENE-8357,NO,832,467,365,0.782,-0.4,3.5e-02,1.0e+00,0.5417,167,479,425,497,365,347,383
GENE-11374,NO,653,284.7,368.3,1.295,0.4,3.5e-02,1.0e+00,0.5417,167,263,272,319,389,359,357
GENE-13051,NO,2777.7,1153.3,1624.3,1.408,0.5,3.5e-02,1.0e+00,0.5417,168,1111,1328,1021,1992,1431,1450
GENE-4433,NO,1089.3,478.3,611,1.278,0.4,3.5e-02,1.0e+00,0.5417,168,437,524,474,594,638,601
GENE-2749,NO,34,13,21,1.598,0.7,3.6e-02,1.0e+00,0.5417,169,15,11,13,18,19,26
GENE-4939,NO,2586.7,1566.7,1020,0.651,-0.6,3.6e-02,1.0e+00,0.5417,170,1028,1894,1778,1030,1051,979
GENE-4901,NO,1502,661.3,840.7,1.271,0.3,3.6e-02,1.0e+00,0.5417,170,631,685,668,918,784,820
GENE-9895,NO,1315,750.7,564.3,0.752,-0.4,3.6e-02,1.0e+00,0.5417,171,657,801,794,488,611,594
GENE-9175,NO,378.3,123.7,254.7,2.056,1,3.6e-02,1.0e+00,0.5417,171,90,125,156,323,320,121
GENE-16932,NO,28,17,11,0.645,-0.6,3.6e-02,1.0e+00,0.5417,172,18,15,18,10,13,10
GENE-15609,NO,21.3,8,13.3,1.645,0.7,3.6e-02,1.0e+00,0.5425,173,10,7,7,12,13,15
GENE-1766,YES,28.3,10,18.3,1.811,0.9,3.6e-02,1.0e+00,0.5425,173,14,6,10,19,16,20
GENE-12531,NO,73.3,43,30.3,0.701,-0.5,3.7e-02,1.0e+00,0.5438,174,45,38,46,26,31,34
GENE-16096,NO,974,541.7,432.3,0.798,-0.3,3.7e-02,1.0e+00,0.5492,176,542,573,510,431,433,433
GENE-11931,NO,54,32.3,21.7,0.666,-0.6,3.7e-02,1.0e+00,0.5492,177,38,33,26,23,23,19
GENE-16868,NO,23696,17506,6190,0.354,-1.5,3.7e-02,1.0e+00,0.5492,177,9634,20743,22141,1976,9933,6661
GENE-1201,NO,545,325.7,219.3,0.674,-0.6,3.8e-02,1.0e+00,0.5532,179,338,283,356,158,235,265
GENE-11675,NO,3206.7,1403.7,1803,1.284,0.4,3.8e-02,1.0e+00,0.5539,180,1524,1335,1352,1697,2007,1705
GENE-17854,NO,424.3,256.7,167.7,0.652,-0.6,3.8e-02,1.0e+00,0.5548,181,191,298,281,131,204,168
GENE-16194,NO,34,12.7,21.3,1.666,0.7,3.8e-02,1.0e+00,0.5548,181,12,9,17,24,19,21
GENE-9062,NO,28.3,10,18.3,1.81,0.9,3.9e-02,1.0e+00,0.5611,184,10,9,11,23,21,11
GENE-17675,NO,2459.7,883.7,1576,1.783,0.8,3.9e-02,1.0e+00,0.5611,185,878,925,848,2342,1502,884
GENE-3075,YES,349,143,206,1.437,0.5,3.9e-02,1.0e+00,0.5611,185,113,174,142,217,225,176
GENE-16531,NO,37.7,13.7,24,1.737,0.8,3.9e-02,1.0e+00,0.5611,186,17,14,10,30,25,17
GENE-15548,NO,25.3,16,9.3,0.583,-0.8,3.9e-02,1.0e+00,0.5639,187,19,11,18,11,8,9
GENE-15364,NO,50.3,15,35.3,2.327,1.2,4.0e-02,1.0e+00,0.5639,188,11,24,10,38,18,50
GENE-161,NO,398.7,162,236.7,1.459,0.5,4.0e-02,1.0e+00,0.5639,188,156,132,198,190,250,270
GENE-2087,NO,52.7,31,21.7,0.695,-0.5,4.0e-02,1.0e+00,0.5639,189,30,31,32,22,25,18
GENE-6907,NO,21,7,14,1.968,1,4.0e-02,1.0e+00,0.5639,189,11,5,5,14,17,11
GENE-6763,NO,266.3,111.3,155,1.392,0.5,4.0e-02,1.0e+00,0.5648,190,117,122,95,159,128,178
GENE-6586,NO,750.3,318.7,431.7,1.357,0.4,4.1e-02,1.0e+00,0.5719,193,315,374,267,484,400,411
GENE-10956,YES,37,23.7,13.3,0.562,-0.8,4.1e-02,1.0e+00,0.578,196,31,19,21,18,13,9
GENE-11038,NO,68,27.7,40.3,1.445,0.5,4.1e-02,1.0e+00,0.578,197,27,32,24,40,35,46
GENE-17253,NO,36.7,12.7,24,1.873,0.9,4.1e-02,1.0e+00,0.578,197,16,12,10,15,23,34
GENE-17649,NO,165.3,66,99.3,1.493,0.6,4.2e-02,1.0e+00,0.578,198,82,64,52,102,81,115
GENE-10059,NO,35.3,10,25.3,2.496,1.3,4.2e-02,1.0e+00,0.578,198,15,12,3,37,19,20
GENE-1793,NO,1122.3,494.7,627.7,1.269,0.3,4.2e-02,1.0e+00,0.5784,199,516,489,479,595,588,700
GENE-16116,NO,24.7,9.7,15,1.534,0.6,4.2e-02,1.0e+00,0.5784,200,11,8,10,15,16,14
GENE-1959,NO,185,122.7,62.3,0.509,-1,4.2e-02,1.0e+00,0.5784,200,106,149,113,40,104,43
GENE-17847,YES,1883.7,795.3,1088.3,1.368,0.5,4.2e-02,1.0e+00,0.5784,201,909,643,834,1023,993,1249
GENE-4720,NO,114.7,14,100.7,7.114,2.8,4.2e-02,1.0e+00,0.5784,201,2,3,37,18,92,192
GENE-16250,NO,520,299.7,220.3,0.737,-0.4,4.3e-02,1.0e+00,0.5827,203,279,323,297,189,204,268
GENE-12549,NO,122.7,74.3,48.3,0.649,-0.6,4.3e-02,1.0e+00,0.5827,204,76,77,70,32,53,60
GENE-1725,NO,615.7,241,374.7,1.555,0.6,4.4e-02,1.0e+00,0.5925,208,162,254,307,382,309,433
GENE-3665,NO,120.7,75,45.7,0.605,-0.7,4.5e-02,1.0e+00,0.6027,212,73,53,99,33,50,54
GENE-8380,NO,561,245.3,315.7,1.288,0.4,4.5e-02,1.0e+00,0.6063,214,214,265,257,299,339,309
GENE-2073,YES,263,182.3,80.7,0.441,-1.2,4.6e-02,1.0e+00,0.6144,218,156,229,162,58,37,147
GENE-13016,NO,59.7,39.3,20.3,0.515,-1,4.6e-02,1.0e+00,0.6144,218,41,20,57,17,19,25
GENE-8484,NO,435.3,181.3,254,1.4,0.5,4.6e-02,1.0e+00,0.6144,219,165,229,150,281,230,251
GENE-4261,NO,163,51.3,111.7,2.164,1.1,4.6e-02,1.0e+00,0.6144,219,37,44,73,178,55,102
GENE-12170,NO,603,252.3,350.7,1.39,0.5,4.7e-02,1.0e+00,0.6216,223,311,229,217,396,358,298
GENE-12728,NO,56,34,22,0.644,-0.6,4.7e-02,1.0e+00,0.6216,223,43,31,28,27,18,21
GENE-10870,NO,98.3,35.3,63,1.767,0.8,4.8e-02,1.0e+00,0.6267,226,25,36,45,90,56,43
GENE-6484,NO,1568.7,563.3,1005.3,1.785,0.8,4.8e-02,1.0e+00,0.6267,226,525,384,781,636,1035,1345
GENE-18904,NO,512.3,298.7,213.7,0.717,-0.5,4.8e-02,1.0e+00,0.6316,229,336,242,318,193,259,189
GENE-3659,NO,128.3,79.3,49,0.616,-0.7,4.8e-02,1.0e+00,0.6316,229,53,113,72,54,48,45
GENE-4307,NO,2433,2247.7,185.3,0.083,-3.6,4.8e-02,1.0e+00,0.6316,230,5340,1385,18,88,180,288
GENE-16482,NO,26.7,9.3,17.3,1.832,0.9,4.8e-02,1.0e+00,0.6316,231,8,12,8,15,25,12
GENE-13565,NO,62.3,38,24.3,0.637,-0.7,4.9e-02,1.0e+00,0.6363,233,43,36,35,27,16,30
GENE-18009,NO,2002.7,1129.7,873,0.773,-0.4,4.9e-02,1.0e+00,0.6381,234,1224,1071,1094,750,870,999
GENE-6693,NO,783,541,242,0.448,-1.2,4.9e-02,1.0e+00,0.6381,235,870,356,397,294,320,112
GENE-166,NO,603,216,387,1.789,0.8,5.0e-02,1.0e+00,0.6401,236,227,182,239,468,501,192
GENE-15962,NO,564.3,253,311.3,1.232,0.3,5.0e-02,1.0e+00,0.6401,237,253,261,245,309,318,307
GENE-13981,NO,269,191,78,0.408,-1.3,5.0e-02,1.0e+00,0.6401,237,114,110,349,117,46,71
GENE-9025,NO,161,120,41,0.341,-1.6,5.0e-02,1.0e+00,0.644,240,37,143,180,21,30,72
GENE-9513,NO,1956.7,1186.7,770,0.649,-0.6,5.1e-02,1.0e+00,0.6472,241,897,1616,1047,881,596,833
GENE-3416,NO,66.3,38.3,28,0.726,-0.5,5.1e-02,1.0e+00,0.6472,242,38,38,39,33,25,26
GENE-13556,NO,114.7,47.7,67,1.394,0.5,5.1e-02,1.0e+00,0.6479,243,46,52,45,81,65,55
GENE-10141,NO,97.3,59.3,38,0.637,-0.7,5.1e-02,1.0e+00,0.649,244,65,38,75,34,41,39
GENE-8841,NO,30.7,19.7,11,0.558,-0.8,5.2e-02,1.0e+00,0.6512,245,28,14,17,14,11,8
GENE-4665,NO,472,172.3,299.7,1.736,0.8,5.2e-02,1.0e+00,0.6512,246,213,208,96,361,319,219
GENE-12840,YES,40,24.7,15.3,0.619,-0.7,5.2e-02,1.0e+00,0.6542,248,30,21,23,12,21,13
GENE-1019,NO,33.7,21.3,12.3,0.576,-0.8,5.2e-02,1.0e+00,0.6542,249,17,22,25,15,15,7
GENE-17402,NO,4742.7,2684.7,2058,0.767,-0.4,5.3e-02,1.0e+00,0.6542,249,2279,3036,2739,1805,2211,2158
GENE-17073,NO,443.3,252.7,190.7,0.755,-0.4,5.3e-02,1.0e+00,0.6542,250,214,298,246,185,178,209
GENE-18993,NO,1979.3,862.7,1116.7,1.294,0.4,5.3e-02,1.0e+00,0.6542,251,957,910,721,1160,1172,1018
GENE-14563,NO,78.7,47,31.7,0.67,-0.6,5.3e-02,1.0e+00,0.6551,252,45,42,54,30,41,24
GENE-6896,NO,124.7,52,72.7,1.386,0.5,5.3e-02,1.0e+00,0.6551,252,60,55,41,70,68,80
GENE-3371,NO,91,55.7,35.3,0.631,-0.7,5.4e-02,1.0e+00,0.6587,254,40,68,59,36,26,44
GENE-8675,NO,1840.7,1105.7,735,0.665,-0.6,5.4e-02,1.0e+00,0.6587,255,1339,1053,925,892,501,812
GENE-13466,NO,333,136,197,1.448,0.5,5.4e-02,1.0e+00,0.6587,256,117,159,132,177,158,256
GENE-3188,NO,469,176,293,1.661,0.7,5.4e-02,1.0e+00,0.6587,256,129,178,221,376,181,322
GENE-3284,NO,218.7,124.3,94.3,0.755,-0.4,5.4e-02,1.0e+00,0.6587,257,120,136,117,87,85,111
GENE-52,NO,700,311.7,388.3,1.246,0.3,5.4e-02,1.0e+00,0.6587,258,304,345,286,388,389,388
GENE-13886,YES,56,23.7,32.3,1.355,0.4,5.4e-02,1.0e+00,0.6587,258,25,21,25,33,31,33
GENE-13035,NO,1458,628.3,829.7,1.32,0.4,5.4e-02,1.0e+00,0.6587,259,737,612,536,929,826,734
GENE-3025,NO,87,36.3,50.7,1.383,0.5,5.5e-02,1.0e+00,0.6587,260,31,42,36,53,44,55
GENE-14127,NO,74.7,30,44.7,1.476,0.6,5.5e-02,1.0e+00,0.6587,260,34,29,27,58,37,39
GENE-18853,NO,845,478,367,0.768,-0.4,5.5e-02,1.0e+00,0.6587,261,482,527,425,322,424,355
GENE-86,NO,839.3,475.3,364,0.766,-0.4,5.5e-02,1.0e+00,0.6587,262,470,500,456,402,397,293
GENE-11029,NO,119.3,50.3,69,1.36,0.4,5.6e-02,1.0e+00,0.6658,265,48,51,52,82,57,68
GENE-8594,NO,401,169.3,231.7,1.367,0.5,5.6e-02,1.0e+00,0.6691,267,194,138,176,235,194,266
GENE-13121,NO,515.3,212.7,302.7,1.422,0.5,5.6e-02,1.0e+00,0.6711,268,198,241,199,326,217,365
GENE-2072,NO,1262.7,561.7,701,1.248,0.3,5.7e-02,1.0e+00,0.6754,271,600,595,490,707,707,689
GENE-10702,YES,22.3,8.7,13.7,1.557,0.6,5.7e-02,1.0e+00,0.6754,272,9,10,7,11,15,15
GENE-16590,NO,1212,717.3,494.7,0.69,-0.5,5.7e-02,1.0e+00,0.6754,272,788,699,665,536,613,335
GENE-304,NO,417.7,177.7,240,1.349,0.4,5.7e-02,1.0e+00,0.6773,274,159,183,191,297,215,208
GENE-13586,NO,23,13.7,9.3,0.681,-0.6,5.8e-02,1.0e+00,0.6776,274,13,14,14,10,8,10
GENE-15731,NO,2334.3,1440.7,893.7,0.62,-0.7,5.8e-02,1.0e+00,0.6792,276,939,1258,2125,924,997,760
GENE-6742,NO,2072,895,1177,1.315,0.4,5.9e-02,1.0e+00,0.6817,277,943,791,951,952,1252,1327
GENE-8662,NO,39.7,14.7,25,1.686,0.8,5.9e-02,1.0e+00,0.6817,278,19,12,13,27,32,16
GENE-4335,YES,1388,586.7,801.3,1.365,0.4,5.9e-02,1.0e+00,0.6817,279,587,611,562,1035,655,714
GENE-15739,NO,1439.3,807.3,632,0.783,-0.4,5.9e-02,1.0e+00,0.6817,280,919,824,679,658,600,638
GENE-17306,NO,66,44.7,21.3,0.476,-1.1,5.9e-02,1.0e+00,0.6817,280,32,60,42,12,14,38
GENE-11216,NO,84.7,49,35.7,0.723,-0.5,5.9e-02,1.0e+00,0.6817,281,41,58,48,36,32,39
GENE-9091,YES,414.3,152,262.3,1.722,0.8,5.9e-02,1.0e+00,0.682,282,141,104,211,365,245,177
GENE-197,NO,26153,11562.7,14590.3,1.262,0.3,6.0e-02,1.0e+00,0.6858,284,10455,12745,11488,16107,14786,12878
GENE-17992,NO,380.7,160.7,220,1.368,0.5,6.0e-02,1.0e+00,0.6884,286,153,154,175,170,219,271
GENE-13208,NO,693,392,301,0.768,-0.4,6.0e-02,1.0e+00,0.6884,286,410,341,425,345,258,300
GENE-392,NO,40,25.3,14.7,0.577,-0.8,6.0e-02,1.0e+00,0.6903,288,22,19,35,20,10,14
GENE-19471,NO,733.3,429,304.3,0.71,-0.5,6.1e-02,1.0e+00,0.698,292,401,394,492,256,401,256
GENE-6850,NO,78.3,52,26.3,0.504,-1,6.2e-02,1.0e+00,0.7002,293,72,48,36,28,12,39
GENE-17512,NO,1737.3,771,966.3,1.254,0.3,6.2e-02,1.0e+00,0.7025,295,753,876,684,1024,938,937
GENE-7578,NO,274,108,166,1.533,0.6,6.2e-02,1.0e+00,0.7033,296,71,119,134,129,192,177
GENE-5296,NO,602.3,333.3,269,0.807,-0.3,6.3e-02,1.0e+00,0.7059,298,345,355,300,275,277,255
GENE-1473,NO,102.7,44.7,58,1.288,0.4,6.3e-02,1.0e+00,0.7059,299,43,46,45,63,55,56
GENE-8383,YES,735,435.7,299.3,0.688,-0.5,6.3e-02,1.0e+00,0.7066,300,582,332,393,325,328,245
GENE-556,NO,150.7,90,60.7,0.672,-0.6,6.3e-02,1.0e+00,0.7068,300,60,117,93,62,56,64
GENE-6773,NO,275,110,165,1.5,0.6,6.3e-02,1.0e+00,0.7068,301,107,82,141,130,158,207
GENE-9106,NO,178.3,69.3,109,1.564,0.6,6.4e-02,1.0e+00,0.7068,302,77,63,68,125,137,65
GENE-17679,NO,70.7,21,49.7,2.34,1.2,6.4e-02,1.0e+00,0.7068,303,7,17,39,52,64,33
GENE-17701,NO,2813.7,2258.3,555.3,0.246,-2,6.4e-02,1.0e+00,0.707,303,5168,504,1103,420,232,1014
GENE-4089,NO,2895.7,1236.7,1659,1.342,0.4,6.4e-02,1.0e+00,0.707,304,1407,964,1339,1834,1722,1421
GENE-3094,NO,32.3,20.3,12,0.588,-0.8,6.4e-02,1.0e+00,0.707,305,29,19,13,10,14,12
GENE-19422,NO,129.3,49.7,79.7,1.59,0.7,6.4e-02,1.0e+00,0.707,305,62,56,31,61,96,82
GENE-1472,NO,2278.7,1904.7,374,0.196,-2.3,6.4e-02,1.0e+00,0.707,306,2509,2727,478,659,437,26
GENE-3063,NO,63.7,37,26.7,0.717,-0.5,6.5e-02,1.0e+00,0.707,307,39,31,41,28,30,22
GENE-9734,NO,2698,1655,1043,0.63,-0.7,6.5e-02,1.0e+00,0.707,308,1155,2522,1288,957,1071,1101
GENE-9342,NO,1226.7,481.3,745.3,1.548,0.6,6.5e-02,1.0e+00,0.7078,309,555,300,589,790,867,579
GENE-14980,NO,97.7,62.3,35.3,0.566,-0.8,6.5e-02,1.0e+00,0.7078,309,47,80,60,51,36,19
GENE-19916,NO,28,9.3,18.7,1.973,1,6.5e-02,1.0e+00,0.7078,310,8,5,15,26,17,13
GENE-4281,NO,46,27,19,0.7,-0.5,6.5e-02,1.0e+00,0.7082,311,29,26,26,24,16,17
GENE-3238,NO,145.3,58,87.3,1.494,0.6,6.6e-02,1.0e+00,0.7102,312,58,50,66,116,61,85
GENE-7667,NO,63.3,24,39.3,1.624,0.7,6.6e-02,1.0e+00,0.7102,313,27,29,16,43,27,48
GENE-3965,NO,594.3,263.7,330.7,1.256,0.3,6.6e-02,1.0e+00,0.7102,314,251,288,252,315,373,304
GENE-10395,NO,22.3,9,13.3,1.464,0.6,6.6e-02,1.0e+00,0.7102,315,10,9,8,13,15,12
GENE-11010,NO,17.3,6,11.3,1.857,0.9,6.6e-02,1.0e+00,0.7102,315,6,9,3,14,10,10
